Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
146511,3612,2.1563,2.1166,0.1314,0.3762,2.1206,0.1765,0.062,1.0,2.7448,0.0511,0.0853,2.741,0.0995,4.0099,1.0306,-1.0,3.0917
146511,3613,46.6642,27.1601,-24.867,28.6617,36.8244,0.7157,-0.7414,1.0,44.4664,-32.6422,22.0032,-20.6784,39.3656,-0.5037,2.5485,-1.0,90.5693
146511,3614,7.4275,-0.6954,7.1082,2.0362,7.1422,0.2814,1.6683,-1.0,4.9151,1.9825,4.3884,0.9793,4.8154,0.202,1.1465,1.0,3.0689
146511,3615,2.5531,1.8532,-1.7526,0.033,2.5507,0.0129,-0.7575,-1.0,0.9145,-0.3826,0.8046,0.1768,0.891,0.1971,2.0147,1.0,2.9864
146511,3616,0.5649,-0.1999,0.4741,0.2078,0.5145,0.3937,1.9698,-1.0,0.4937,0.1052,-0.4706,0.0042,0.4822,0.0087,-1.3508,1.0,1.0328
146511,3617,1.2998,0.1755,1.0315,0.7639,1.0463,0.6772,1.4023,-1.0,19.8733,7.4656,0.3864,18.4133,7.4756,1.6334,0.0517,1.0,4.4872
146511,3618,3.7967,1.618,0.2108,-3.4265,1.6317,-1.4875,0.1296,1.0,1.2471,-0.0158,-0.5245,-1.1264,0.5248,-1.5073,-1.6009,-1.0,1.4301
146511,3619,70.1534,20.8703,2.433,-66.9328,21.0116,-1.8755,0.1161,1.0,39.8179,-18.2836,-32.7142,13.4516,37.4768,0.3516,-2.0804,-1.0,91.1581
146511,3620,2.3122,-1.1352,-0.4558,1.9592,1.2233,1.2498,-2.7598,1.0,14.5376,-5.8844,4.7115,12.4301,7.5382,1.2746,2.4664,-1.0,3.0785
146511,3621,1.8534,-0.1126,-1.7868,-0.4676,1.7903,-0.2583,-1.6337,-1.0,1.0881,0.6298,-0.6371,0.6085,0.8959,0.6355,-0.7912,1.0,1.5779
146511,3622,1.653,-0.7742,-1.4146,0.3473,1.6126,0.2137,-2.0715,1.0,1.7549,0.1852,1.6378,-0.5933,1.6482,-0.3526,1.4582,-1.0,3.3402
146511,3623,43.4108,-7.0568,7.0994,-42.2408,10.01,-2.1467,2.3532,-1.0,6.394,1.7772,3.2025,-5.24,3.6625,-1.1557,1.0642,1.0,9.5961
146511,3624,10.5159,-2.7446,2.2282,-9.9033,3.5352,-1.7537,2.4597,-1.0,0.5244,0.4704,0.0884,-0.1864,0.4787,-0.3801,0.1857,1.0,3.0901
146511,3625,6.3431,-1.2667,-1.9512,-5.9002,2.3263,-1.6606,-2.1466,1.0,8.0177,-3.5995,0.356,-7.1547,3.6171,-1.4338,3.043,-1.0,3.0951
146511,3626,47.8721,-6.1414,-37.3753,-29.2762,37.8765,-0.7114,-1.7337,-1.0,43.3695,8.0724,36.681,21.6851,37.5588,0.5493,1.3542,1.0,90.9021
146511,3627,1.7083,-0.5569,-1.4552,-0.6924,1.5581,-0.4309,-1.9363,-1.0,1.4671,-0.1126,1.4237,0.3192,1.4281,0.2217,1.6497,1.0,3.0814
146511,3628,2.8674,-1.2294,-1.0371,2.3715,1.6084,1.1805,-2.4408,-1.0,5.8215,-4.6385,-3.2944,1.2288,5.6894,0.2143,-2.524,1.0,3.0564
146511,3629,6.9337,2.3065,1.7198,-6.3078,2.8771,-1.5265,0.6407,1.0,21.0191,6.1881,2.5398,-19.9261,6.689,-1.8118,0.3895,-1.0,1.6866
146511,3630,8.3908,0.6942,0.6387,8.3369,0.9434,2.8753,0.7438,1.0,22.0768,7.0613,-6.2604,19.958,9.4368,1.4939,-0.7253,-1.0,5.9936
146511,3631,46.6857,-37.6685,20.213,-18.7633,42.7491,-0.4259,2.6491,1.0,48.298,38.0502,-27.2881,-11.842,46.8237,-0.2503,-0.6222,-1.0,89.6383
146511,3632,1.5275,-1.3246,0.6961,0.2881,1.4964,0.1913,2.6577,1.0,1.5794,1.3819,-0.2232,-0.7237,1.3998,-0.4964,-0.1601,-1.0,3.0391
146511,3633,0.4626,-0.2882,-0.3285,-0.1091,0.437,-0.2472,-2.2909,-1.0,4.0164,-1.6516,0.4502,3.6318,1.7119,1.4967,2.8755,1.0,1.9685
146511,3634,12.7988,-9.1039,2.3198,-8.6911,9.3948,-0.8274,2.8921,1.0,0.4982,0.024,0.482,-0.0645,0.4826,-0.1333,1.521,-1.0,3.1392
146511,3635,6.7205,1.7561,-1.3168,-6.3511,2.1949,-1.7842,-0.6434,1.0,0.6994,-0.413,0.4339,-0.3452,0.5991,-0.5483,2.3315,-1.0,2.7626
146511,3636,6.5611,0.7118,5.1358,-4.0191,5.1849,-0.7132,1.4331,1.0,3.7939,0.5334,-3.7321,0.4123,3.77,0.1091,-1.4288,-1.0,9.5234
146511,3637,2.4775,-0.3235,0.842,2.3051,0.902,1.6676,1.9376,-1.0,8.0525,1.1164,-7.2382,3.3456,7.3238,0.4423,-1.4178,1.0,6.1164
146511,3638,6.252,5.5479,-1.265,2.588,5.6903,0.4404,-0.2242,1.0,6.103,-3.5805,0.2927,4.9325,3.5925,1.1222,3.06,-1.0,9.5537
146511,3639,35.1333,4.6801,-6.1134,34.2791,7.6992,2.199,-0.9174,1.0,52.5332,6.4958,-11.0009,50.956,12.7755,2.0919,-1.0374,-1.0,1.6089
146511,3640,8.0151,-1.2803,4.9212,6.1947,5.085,1.0276,1.8253,-1.0,7.2869,1.8136,-4.434,-5.4899,4.7905,-0.9809,-1.1825,1.0,15.2687
146511,3641,3.6555,1.0847,2.0608,-2.8157,2.3288,-1.0218,1.0863,-1.0,2.1492,-0.3413,1.053,-1.8392,1.1069,-1.2812,1.8842,1.0,1.3335
146511,3642,4.7757,1.726,-1.5719,4.1649,2.3345,1.3427,-0.7387,1.0,4.752,-0.9612,1.6924,-4.3338,1.9463,-1.5406,2.0873,-1.0,9.4947
146511,3643,31.9688,-12.0572,28.7259,-7.1724,31.1537,-0.2282,1.9682,1.0,19.8136,4.4718,-19.1853,2.12,19.6996,0.1074,-1.3418,-1.0,50.0733
146511,3644,0.9247,0.1656,-0.5324,-0.7301,0.5576,-1.0842,-1.2693,1.0,2.0435,1.9261,-0.6065,-0.2952,2.0193,-0.1457,-0.305,-1.0,1.4446
146511,3645,20.975,6.5471,-2.0529,-19.8207,6.8614,-1.7827,-0.3039,1.0,13.3024,-2.1272,-5.5902,-11.8814,5.9812,-1.4376,-1.9344,-1.0,9.5898
146511,3646,0.6829,0.1809,-0.6471,0.0608,0.6719,0.0903,-1.2982,-1.0,6.1701,-5.4051,-2.8815,0.736,6.1252,0.1199,-2.6518,1.0,2.5664
146511,3647,6.4923,2.2952,-4.4197,-4.1637,4.9802,-0.7606,-1.0918,-1.0,1.2027,0.7192,-0.4273,-0.8576,0.8366,-0.899,-0.5362,1.0,1.191
146511,3648,2.234,0.1614,2.1153,0.692,2.1214,0.3207,1.4947,-1.0,3.3465,-2.9339,0.3899,1.5582,2.9597,0.5048,3.0095,1.0,3.4806
146511,3649,4.7852,-1.3922,-3.5973,-2.8298,3.8573,-0.68,-1.94,1.0,4.7114,0.9563,3.6905,2.7662,3.8124,0.6735,1.3172,-1.0,9.4859
146511,3650,39.6987,27.1274,-25.2242,14.2765,37.0427,0.3765,-0.7491,1.0,41.1981,-30.5568,24.3289,-13.1018,39.0591,-0.3294,2.4692,-1.0,80.8106
146511,3651,1.1384,0.2713,-0.5044,-0.9782,0.5727,-1.3049,-1.0773,-1.0,0.8168,0.4717,0.6548,-0.0689,0.807,-0.0852,0.9465,1.0,1.4669
146511,3652,7.4677,4.1027,4.33,-4.4916,5.965,-0.6955,0.8123,-1.0,4.9725,-3.428,-3.4303,1.0938,4.8495,0.2237,-2.3559,1.0,11.9143
146511,3653,1.237,0.194,1.0837,-0.5541,1.1009,-0.4842,1.3937,-1.0,3.8499,-3.4891,0.471,-1.5539,3.5208,-0.4281,3.0074,1.0,2.8562
146511,3654,9.2058,-8.0167,0.8246,4.4484,8.059,0.5272,3.0391,-1.0,3.9316,-0.4124,0.3028,3.8968,0.5117,2.7277,2.5082,1.0,5.5344
146511,3655,14.4966,-6.53,-6.639,11.1096,9.3122,1.0115,-2.3479,-1.0,6.3158,2.2719,5.5026,2.1068,5.9532,0.3469,1.1792,1.0,15.4616
146511,3656,5.9593,-1.0827,-3.6344,-4.5958,3.7922,-1.0236,-1.8603,-1.0,6.3696,3.4217,4.0536,3.5243,5.3047,0.6232,0.8697,1.0,12.0502
146511,3657,5.1438,2.1419,-3.3815,-3.2289,4.0028,-0.7379,-1.0062,-1.0,4.1232,0.4438,-3.9182,-1.2,3.9433,-0.2998,-1.458,1.0,2.5081
146511,3658,46.2494,-40.4149,18.9196,-12.1525,44.6241,-0.2691,2.7038,-1.0,46.9912,44.9367,-13.6492,1.5965,46.9639,0.034,-0.2949,1.0,92.3805
146511,3659,5.2185,-2.6819,1.2749,-4.2899,2.9695,-1.1637,2.6978,-1.0,0.5607,-0.4538,0.2646,-0.1654,0.5253,-0.3099,2.6137,1.0,1.1607
146511,3660,3.3951,-0.5239,-2.1056,-2.6091,2.1698,-1.0176,-1.8147,-1.0,5.9649,-2.248,-2.3475,-5.0004,3.2503,-1.2159,-2.3346,1.0,1.48
146511,3661,39.1357,0.9493,29.4365,-25.7717,29.4518,-0.7902,1.5386,1.0,51.2364,5.9255,-37.1194,34.8166,37.5894,0.8282,-1.4125,-1.0,89.3253
146511,3662,44.9911,-36.1872,17.8085,-19.9383,40.3318,-0.4762,2.6843,-1.0,45.2431,30.8054,-17.9034,27.8823,35.6301,0.719,-0.5265,1.0,89.7225
146511,3663,8.7581,2.1928,-1.067,-8.4111,2.4386,-1.9517,-0.4529,1.0,20.6482,1.081,-5.1835,-19.9574,5.295,-2.0371,-1.3652,-1.0,3.1891
146511,3664,1.3305,-0.8031,-0.8583,-0.6145,1.1754,-0.5016,-2.323,-1.0,0.9802,0.4287,0.8023,-0.3496,0.9096,-0.3754,1.0801,1.0,2.0656
146511,3665,3.5242,-0.9322,0.8683,3.2842,1.274,1.6758,2.3917,-1.0,2.0229,-0.4589,1.2696,1.5029,1.35,0.9592,1.9176,1.0,1.1615
146511,3666,10.6549,0.0973,-2.4824,10.3607,2.4843,2.1353,-1.5316,-1.0,2.5479,-2.2373,1.0049,0.6819,2.4527,0.2746,2.7194,1.0,6.7537
146511,3667,0.5993,-0.2162,-0.1216,0.5352,0.2481,1.5118,-2.6293,1.0,1.3409,-0.8518,1.0289,-0.05,1.3358,-0.0375,2.2623,-1.0,1.251
146511,3668,0.1617,0.05,0.0652,-0.0907,0.0821,-0.9533,0.9169,-1.0,4.6347,1.7005,-3.1021,2.9925,3.5376,0.7681,-1.0694,1.0,1.5159
146511,3669,1.4487,1.0897,-0.8847,-0.3427,1.4036,-0.2418,-0.6819,1.0,1.829,-1.3989,1.1714,0.0698,1.8246,0.0383,2.4445,-1.0,3.239
146511,3670,2.4325,-0.8904,-2.1964,-0.5375,2.37,-0.2249,-1.9559,1.0,1.1994,-0.9316,0.7444,0.0739,1.1925,0.0619,2.4674,-1.0,2.7474
146511,3671,1.4814,-1.0606,0.0422,1.028,1.0614,0.8589,3.1018,-1.0,9.9119,0.2322,-2.5806,9.5666,2.591,2.0172,-1.4811,1.0,3.2297
146511,3672,2.2791,0.2389,-2.0534,-0.9536,2.0673,-0.4463,-1.455,1.0,1.7268,-1.0826,-1.3281,-0.1865,1.7134,-0.1086,-2.2547,-1.0,1.6126
146511,3673,10.2535,1.9967,-2.1547,9.8231,2.9377,1.9219,-0.8234,1.0,19.976,1.8245,-4.3389,19.4132,4.7069,2.1245,-1.1727,-1.0,1.513
146511,3674,60.2866,19.5073,-13.7061,-55.3721,23.841,-1.5792,-0.6125,1.0,7.3639,-0.2668,-3.5993,-6.4179,3.6092,-1.3398,-1.6448,-1.0,9.4291
146511,3675,46.8261,-45.6403,-0.5813,-10.4547,45.644,-0.2271,-3.1289,-1.0,47.2188,46.8243,-2.6617,5.4775,46.8999,0.1165,-0.0568,1.0,93.8497
146511,3676,7.5536,2.4563,0.6899,7.1089,2.5513,1.7486,0.2738,-1.0,0.8744,0.299,0.395,0.7128,0.4954,1.1603,0.9228,1.0,1.0414
146511,3677,1.5633,0.0561,1.3243,0.8221,1.3255,0.5861,1.5285,1.0,1.5546,-0.0833,-1.3519,-0.7556,1.3545,-0.5323,-1.6324,-1.0,3.117
146511,3678,1.0222,0.3694,0.4852,0.8136,0.6098,1.0991,0.9201,-1.0,0.9896,-0.3823,-0.5166,-0.7451,0.6427,-0.9897,-2.2078,1.0,2.0104
146511,3679,1.3575,0.6971,0.9678,-0.6395,1.1928,-0.5133,0.9466,-1.0,3.8615,0.5534,0.8386,-3.727,1.0047,-2.0217,0.9875,1.0,1.8288
146511,3680,1.128,-0.7242,0.8451,0.1497,1.113,0.1341,2.2793,-1.0,5.0463,0.2417,0.4136,5.0224,0.4791,3.0452,1.042,1.0,3.091
146511,3681,4.0914,3.5141,-1.0254,1.8242,3.6607,0.4797,-0.2839,1.0,3.2429,-1.9128,2.5441,0.6117,3.1829,0.191,2.2155,-1.0,6.5565
146511,3682,1.2194,1.0223,-0.1879,-0.6287,1.0394,-0.573,-0.1817,1.0,1.2152,-1.0187,0.1839,0.6277,1.0352,0.5742,2.963,-1.0,2.4346
146511,3683,20.1298,6.3374,-3.9711,18.6886,7.4788,1.6468,-0.5598,-1.0,9.6416,2.5358,-2.4873,8.9628,3.5521,1.6558,-0.7757,1.0,1.1347
146511,3684,9.5277,-3.799,8.4719,-2.1353,9.2847,-0.228,1.9923,-1.0,8.4564,-4.2843,4.8731,-5.4219,6.4887,-0.7602,2.292,1.0,4.7839
146511,3685,2.9485,-2.8706,0.6638,0.0325,2.9464,0.011,2.9143,-1.0,1.0334,-0.725,0.4945,0.5353,0.8776,0.5773,2.543,1.0,1.1235
146511,3686,19.4232,-3.4876,6.5753,17.9402,7.443,1.6134,2.0585,-1.0,24.2143,-3.5217,7.018,22.9055,7.8521,1.7919,2.0359,1.0,1.3936
146511,3687,49.4699,-29.59,21.677,33.1933,36.6806,0.8125,2.5093,-1.0,62.1149,-2.919,-62.0052,-2.2539,62.0739,-0.0363,-1.6178,1.0,93.8654
146511,3688,1.5914,-1.5275,-0.2838,0.3282,1.5536,0.2097,-2.9579,-1.0,1.9276,1.4654,-0.1526,1.2386,1.4733,0.7641,-0.1038,1.0,3.1201
146511,3689,9.3398,3.7432,-1.4174,8.438,4.0026,1.491,-0.362,-1.0,7.1238,0.0934,-1.224,7.0164,1.2275,2.444,-1.4946,1.0,3.2425
146511,3690,0.9078,0.7995,0.0926,0.4063,0.8049,0.4855,0.1153,-1.0,2.3011,1.8701,1.313,-0.2503,2.285,-0.1093,0.6121,1.0,1.0817
146511,3691,10.9434,9.4058,4.5528,3.2481,10.4497,0.306,0.4508,-1.0,1.2648,0.3647,1.2011,0.1136,1.2552,0.0904,1.276,1.0,3.028
146511,3692,0.7766,-0.4186,0.5817,0.2798,0.7167,0.3812,2.1945,-1.0,1.8608,-0.3855,-0.6406,-1.7007,0.7476,-1.5602,-2.1125,1.0,2.0705
146511,3693,0.8826,0.6633,0.0341,0.5716,0.6642,0.7793,0.0513,1.0,1.1242,-1.0053,-0.3431,-0.3524,1.0623,-0.3259,-2.8127,-1.0,1.9408
146511,3694,5.6087,-1.0845,4.9843,-2.3298,5.1009,-0.4422,1.785,1.0,9.6131,-1.1267,5.1561,8.034,5.2778,1.207,1.7859,-1.0,9.5629
146511,3695,3.8871,-3.2767,2.0372,0.4597,3.8583,0.1189,2.5854,-1.0,20.2089,-16.8107,11.1833,-0.8495,20.1908,-0.0421,2.5546,1.0,1.476
146511,3696,7.1702,-1.3894,5.8057,3.9705,5.9696,0.6239,1.8057,1.0,14.7767,-5.1828,11.3888,7.8596,12.5126,0.5928,1.9979,-1.0,1.6949
146511,3697,2.537,-0.6528,-2.3667,-0.6309,2.4551,-0.2542,-1.8399,1.0,3.959,1.8396,3.1828,1.4658,3.6762,0.3889,1.0467,-1.0,6.2791
146511,3698,2.5698,1.3389,-0.5795,2.1128,1.4589,1.1657,-0.4084,-1.0,3.5637,0.4924,-1.6265,3.1306,1.6994,1.3707,-1.2768,1.0,1.3804
146511,3699,17.2636,2.4083,-3.1305,-16.8053,3.9497,-2.1547,-0.9151,-1.0,1.4524,-0.1215,-0.3554,-1.399,0.3755,-2.0258,-1.9001,1.0,1.2278
146511,3700,39.7223,-30.8638,17.9296,17.43,35.6938,0.4707,2.6153,1.0,87.7171,21.4228,-55.3691,64.5725,59.3689,0.942,-1.2016,-1.0,89.5854
146511,3701,3.9438,0.8973,1.5447,-3.5144,1.7864,-1.4289,1.0446,1.0,0.1946,-0.1065,0.0514,0.1128,0.1182,0.8484,2.6917,-1.0,1.5434
146511,3702,8.4789,4.2636,1.0099,7.2583,4.3816,1.2786,0.2326,1.0,4.543,0.4983,-0.7024,4.4594,0.8612,2.3468,-0.9538,-1.0,3.0817
146511,3703,1.643,-0.5931,1.0435,1.117,1.2003,0.8314,2.0877,-1.0,1.4617,0.8584,-0.9566,-0.688,1.2853,-0.5126,-0.8395,1.0,3.0623
146511,3704,1.9421,0.3207,-1.8013,-0.6427,1.8296,-0.3444,-1.3946,-1.0,1.8269,-1.0967,0.5972,-1.3293,1.2487,-0.9263,2.6429,1.0,2.8748
146511,3705,1.8104,1.0648,-0.6553,1.305,1.2503,0.912,-0.5517,-1.0,9.8217,3.348,-3.4765,8.5533,4.8265,1.3368,-0.8042,1.0,1.2544
146511,3706,3.576,0.228,0.0091,3.5671,0.2281,3.4438,0.0398,-1.0,1.8239,0.4502,-0.9677,1.4752,1.0673,1.1276,-1.1353,1.0,1.5344
146511,3707,3.847,-0.4851,0.954,-3.6936,1.0703,-1.9522,2.0412,1.0,1.8374,-1.3258,1.2583,-0.1544,1.8279,-0.0844,2.3823,-1.0,3.0548
146511,3708,5.9028,-2.6834,1.6228,-4.9998,3.1359,-1.246,2.5977,1.0,2.9028,0.5092,1.0216,-2.6669,1.1414,-1.5847,1.1084,-1.0,2.6535
146511,3709,1.4578,0.3375,-0.6661,1.2476,0.7467,1.2859,-1.1018,-1.0,2.3049,-0.2482,2.2883,0.0566,2.3018,0.0246,1.6788,1.0,3.1333
146511,3710,22.5423,7.6899,-2.3796,-21.0558,8.0496,-1.6894,-0.3001,1.0,1.4875,-0.6435,1.3289,0.1462,1.4765,0.0988,2.0217,-1.0,9.4585
146511,3711,3.4208,2.3893,-2.3424,-0.7038,3.346,-0.2088,-0.7755,-1.0,15.4889,1.5527,2.8896,-15.1372,3.2803,-2.2339,1.0777,1.0,9.5291
146511,3712,44.1138,12.7358,-1.9753,-42.189,12.8881,-1.9016,-0.1539,1.0,45.8826,-8.0081,2.2976,45.1198,8.3312,2.3909,2.8622,-1.0,89.8238
146511,3713,11.1496,3.2155,0.6285,-10.6568,3.2764,-1.8954,0.193,-1.0,3.881,3.4285,-1.4308,1.1174,3.7151,0.2964,-0.3954,1.0,9.4937
146511,3714,8.8224,3.6326,-6.5382,-4.6775,7.4796,-0.5905,-1.0637,1.0,4.0743,-0.8284,2.9367,-2.6977,3.0513,-0.797,1.8457,-1.0,9.5443
146511,3715,8.867,-0.4706,-1.0512,8.7912,1.1517,2.7299,-1.9917,1.0,3.4297,2.3274,-1.7783,-1.7812,2.929,-0.5758,-0.6524,-1.0,9.5191
146511,3716,1.9543,-1.291,-1.4024,-0.4181,1.9061,-0.2176,-2.3149,1.0,1.3127,1.2014,0.3245,0.4042,1.2444,0.3194,0.2638,-1.0,3.0827
146511,3717,4.8253,4.531,0.7769,-1.4626,4.5971,-0.313,0.1698,1.0,4.8843,-4.8703,-0.1732,-0.3085,4.8734,-0.0633,-3.106,-1.0,9.5216
146511,3718,44.7156,-22.7846,-34.7293,-16.5594,41.5363,-0.3888,-2.1514,-1.0,45.692,15.3848,35.6014,24.1576,38.7834,0.5883,1.1629,1.0,89.7791
146511,3719,2.9864,2.7188,-0.1699,1.2194,2.7241,0.4339,-0.0624,-1.0,4.9433,2.023,-3.5231,2.8142,4.0626,0.6467,-1.0496,1.0,3.2384
146511,3720,3.4438,0.368,-1.4051,3.1207,1.4525,1.5081,-1.3146,1.0,1.6554,1.6303,-0.2664,-0.0145,1.6519,-0.0088,-0.162,-1.0,3.0929
146511,3721,0.8223,-0.3751,-0.4995,-0.5243,0.6247,-0.763,-2.215,1.0,4.5541,-0.9023,-0.3712,-4.4471,0.9757,-2.2218,-2.7513,-1.0,1.3422
146511,3722,15.2271,-12.7713,-5.6746,-6.0455,13.9752,-0.4201,-2.7235,1.0,4.1168,-2.9856,0.2157,2.8242,2.9934,0.8408,3.0695,-1.0,9.2592
146511,3723,4.959,-2.5837,0.3099,4.2201,2.6022,1.2604,3.0222,1.0,4.6693,0.9895,1.8301,4.1788,2.0805,1.4475,1.0752,-1.0,3.8783
146511,3724,2.2975,-0.1997,2.0094,1.0907,2.0193,0.5168,1.6699,-1.0,10.2657,5.8402,-7.3879,-4.0848,9.4175,-0.4212,-0.9019,1.0,9.3876
146511,3725,3.1761,-2.5036,-1.9499,0.0783,3.1733,0.0247,-2.4799,-1.0,9.7952,4.4818,1.5632,8.5676,4.7466,1.3529,0.3356,1.0,9.4572
146511,3726,159.1098,68.09,-36.6803,139.0475,77.3414,1.3494,-0.4941,1.0,21.9208,-19.9412,1.6206,8.9574,20.0069,0.434,3.0605,-1.0,85.5519
146511,3727,3.1831,2.646,-1.2148,1.2821,2.9116,0.4272,-0.4304,-1.0,2.8603,-2.5583,1.0977,-0.648,2.7839,-0.2307,2.7363,1.0,6.0082
146511,3728,4.4041,-0.7403,-2.0771,-3.8109,2.2051,-1.315,-1.9132,1.0,2.8951,1.1774,0.5482,-2.5853,1.2988,-1.4394,0.4357,-1.0,3.1368
146511,3729,9.5868,3.9753,-7.8583,-3.7869,8.8066,-0.4178,-1.1025,1.0,9.0608,-0.1327,-1.1022,-8.9919,1.1101,-2.7888,-1.6906,-1.0,9.4541
146511,3730,49.3583,21.3374,-40.9035,17.5457,46.1344,0.3717,-1.09,1.0,46.9122,-8.7402,42.2715,18.3704,43.1656,0.4137,1.7747,-1.0,88.4165
146511,3731,45.3434,25.7271,30.7415,-21.1919,40.0864,-0.5067,0.874,1.0,47.4119,-11.6776,-40.8143,21.1116,42.452,0.4788,-1.8495,-1.0,91.1301
146511,3732,3.894,2.408,-0.0168,3.0583,2.408,1.0601,-0.007,-1.0,1.934,1.8568,-0.1013,-0.5209,1.8596,-0.2766,-0.0545,1.0,3.0537
146511,3733,4.4806,0.6688,3.0118,-3.2475,3.0851,-0.9181,1.3523,-1.0,3.4917,-0.872,0.1753,-3.3748,0.8894,-2.0436,2.9432,1.0,3.0826
146511,3734,43.5544,-0.5277,-12.2211,41.8012,12.2325,1.9427,-1.6139,-1.0,23.0964,-0.57,-5.2287,22.4893,5.2597,2.1595,-1.6794,1.0,1.8331
146511,3735,43.116,-43.0356,2.4508,0.9508,43.1054,0.0221,3.0847,1.0,61.473,37.169,9.9259,47.9465,38.4716,1.0453,0.261,-1.0,91.4348
146511,3736,1.3552,-0.7807,-0.8532,0.6986,1.1564,0.5723,-2.3119,-1.0,9.8018,-2.7347,-0.306,-9.4071,2.7517,-1.9431,-3.0301,1.0,5.9111
146511,3737,9.2671,0.5238,3.2049,8.6788,3.2474,1.7095,1.4088,-1.0,1.2907,0.0415,-0.6988,1.0792,0.7,1.2177,-1.5114,1.0,3.1059
146511,3738,3.6067,-2.9407,0.8002,-1.926,3.0476,-0.596,2.8759,1.0,7.441,7.1592,0.4661,-1.9713,7.1743,-0.2714,0.065,-1.0,9.3522
146511,3739,1.3994,0.2453,-0.3326,1.3328,0.4132,1.8873,-0.9354,-1.0,0.3304,0.0808,-0.0006,-0.3024,0.0808,-2.0302,-0.0077,1.0,1.3089
146511,3740,3.9601,-1.5282,-0.6563,-3.5924,1.6632,-1.5129,-2.7359,1.0,21.6855,-5.3852,-4.1342,-20.5952,6.7891,-1.829,-2.4869,-1.0,1.3856
146511,3741,1.4875,-0.6296,0.2622,-1.3177,0.682,-1.4128,2.7469,-1.0,0.5307,0.1441,-0.4896,0.1003,0.5103,0.1953,-1.2846,1.0,1.5178
146511,3742,15.4564,-8.6344,-3.3398,-12.3766,9.2578,-1.1007,-2.7725,1.0,18.037,-0.7049,-7.6341,-16.3263,7.6666,-1.5001,-1.6629,-1.0,9.5028
146511,3743,4.4942,-0.0186,4.4499,-0.62,4.45,-0.1389,1.575,-1.0,1.1541,-1.1126,0.0516,0.2831,1.1138,0.2515,3.0953,1.0,3.201
146511,3744,0.4722,-0.3565,0.2309,-0.1773,0.4247,-0.4061,2.5667,1.0,2.2733,0.7306,0.1847,-2.1421,0.7536,-1.7675,0.2477,-1.0,1.3584
146511,3745,1.5567,-0.7472,0.4406,1.2883,0.8674,1.1866,2.6088,1.0,1.7286,0.0774,-1.3664,-1.0507,1.3686,-0.7073,-1.5142,-1.0,3.071
146511,3746,2.2228,0.3785,0.1757,2.1807,0.4173,2.3557,0.4345,1.0,0.5463,0.4278,0.29,0.1418,0.5169,0.271,0.5958,-1.0,1.186
146511,3747,63.3378,-6.2297,-29.3761,-55.7665,30.0294,-1.3778,-1.7798,-1.0,47.2874,11.4784,45.8267,-2.0618,47.2423,-0.0436,1.3254,1.0,92.7128
146511,3748,4.9348,3.1616,-1.3378,3.5434,3.433,0.904,-0.4003,1.0,7.6139,3.167,1.0275,6.8466,3.3295,1.4685,0.3137,-1.0,3.0613
146511,3749,0.695,0.0868,0.0348,0.6805,0.0935,2.6826,0.3812,1.0,31.8579,13.0493,1.6966,29.0129,13.1591,1.5316,0.1293,-1.0,1.5599
146511,3750,11.8397,-2.5834,5.1731,10.3311,5.7823,1.3439,2.034,-1.0,1.6187,0.3737,-1.5686,0.0947,1.6125,0.0587,-1.3369,1.0,7.3861
146511,3751,0.8004,0.7348,-0.0211,-0.2985,0.7351,-0.3956,-0.0287,-1.0,0.6233,-0.2267,0.3523,-0.4493,0.4189,-0.9317,2.1425,1.0,1.0488
146511,3752,1.5983,-1.1954,0.1024,1.0507,1.1997,0.7908,3.0562,1.0,1.324,-1.2732,0.347,0.0244,1.3196,0.0185,2.8755,-1.0,1.0434
146511,3753,10.5785,5.1984,-0.643,9.19,5.238,1.3281,-0.1231,-1.0,2.8019,-2.7992,0.0619,0.0029,2.7999,0.001,3.1195,1.0,9.4037
146511,3754,13.9838,-8.301,-11.2515,-0.1806,13.9823,-0.0129,-2.2064,-1.0,29.7517,13.5469,6.1134,25.7732,14.8624,1.318,0.4239,1.0,34.6972
146511,3755,1.8851,-0.8807,-1.0634,-1.2791,1.3808,-0.8283,-2.2625,1.0,1.3655,1.3524,-0.1563,0.0012,1.3614,0.0009,-0.1151,-1.0,2.6877
146511,3756,1.2439,0.2155,0.0422,1.2198,0.2196,2.4158,0.1933,1.0,1.6028,0.7171,-1.3995,-0.292,1.5725,-0.1846,-1.0973,-1.0,2.1287
146511,3757,3.6883,-1.4728,2.323,-2.455,2.7505,-0.8033,2.1358,1.0,3.7425,-0.2002,-3.3178,-1.7168,3.3238,-0.4959,-1.6311,-1.0,5.8331
146511,3758,43.4857,40.4651,2.0803,-15.7876,40.5185,-0.3804,0.0514,1.0,44.2364,-38.0446,1.8051,22.4988,38.0874,0.5608,3.0942,-1.0,87.3451
146511,3759,2.4111,1.9776,-0.3409,1.3324,2.0068,0.6229,-0.1707,-1.0,5.0605,1.1135,4.378,2.2785,4.5174,0.4851,1.3217,1.0,4.1152
146511,3760,57.568,8.6453,34.7104,-45.1056,35.7708,-1.0544,1.3267,-1.0,44.7136,-7.2419,-43.917,4.2598,44.5101,0.0956,-1.7342,1.0,93.3081
